,Calories,Carbs,Category,Cholesterol,Fat,Fiber,Protein,Restaurant,Saturated Fat,Sodium,Sugars,Trans Fat,calories,carbs,category,deets_url,fat_content,name
1223,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1170,59,"
Appetizers
",http://chubbygrub.com/food/classic-nachos-beef-8/,74,Classic Nachos – Beef (8)
1224,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1670,83,"
Appetizers
",http://chubbygrub.com/food/classic-nachos-chicken-12/,103,Classic Nachos – Chicken (12)
1225,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1140,57,"
Appetizers
",http://chubbygrub.com/food/classic-nachos-chicken-8/,71,Classic Nachos – Chicken (8)
1226,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1010,59,"
Entrees
",http://chubbygrub.com/food/classic-sirloin/,60,Classic Sirloin
1227,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,360,7,"
Entrees
",http://chubbygrub.com/food/classic-sirloin-lunch-combo/,18,Classic Sirloin (Lunch Combo)
1228,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1340,138,"
Sandwiches
",http://chubbygrub.com/food/classic-turkey-sandwich-with-fries/,64,Classic Turkey Sandwich w/ fries
1229,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,690,69,"
Sandwiches
",http://chubbygrub.com/food/classic-turkey-sandwich-with-fries-lunch-combo/,34,Classic Turkey Sandwich w/ Fries (Lunch Combo)
1230,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,710,22,"
Salads
",http://chubbygrub.com/food/cobb-salad/,52,Cobb Salad
1231,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,240,15,"
Sides
",http://chubbygrub.com/food/cole-slaw/,20,Cole Slaw
1232,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1270,120,"
Entrees
",http://chubbygrub.com/food/country-fried-steak/,71,Country-Fried Steak
1233,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1210,125,"
Chicken
",http://chubbygrub.com/food/crispy-chicken-crispers-no-dressing/,57,Crispy Chicken Crispers® No Dressing
1234,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1630,171,"
Tacos
",http://chubbygrub.com/food/crispy-chicken-tacos/,78,Crispy Chicken Tacos
1235,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1660,196,"
Chicken
",http://chubbygrub.com/food/crispy-honey-chipotle-chicken-crispers-with-ranch/,76,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch
1236,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1050,71,"
Appetizers
",http://chubbygrub.com/food/crispy-onion-string-and-jalapeno-stack-with-ranch/,81,Crispy Onion String & Jalapeno Stack w/ Ranch
1237,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1500,174,"
Tacos
",http://chubbygrub.com/food/crispy-shrimp-tacos/,68,Crispy Shrimp Tacos
1238,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,3,"
Sides
",http://chubbygrub.com/food/dressing-ancho-chile-ranch/,19,"Dressing, Ancho Chile Ranch"
1239,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,140,3,"
Sides
",http://chubbygrub.com/food/dressing-avocado-ranch/,14,"Dressing, Avocado Ranch"
1240,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,240,1,"
Sides
",http://chubbygrub.com/food/dressing-bleu-cheese/,26,"Dressing, Bleu Cheese"
1241,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,250,6,"
Sides
",http://chubbygrub.com/food/dressing-citrus-balsamic-vinaigrette/,25,"Dressing, Citrus Balsamic Vinaigrette"
1242,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,200,13,"
Sides
",http://chubbygrub.com/food/dressing-honey-lime/,17,"Dressing, Honey Lime"
1243,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,200,1,"
Sides
",http://chubbygrub.com/food/dressing-honey-mustard/,22,"Dressing, Honey Mustard"
1244,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,70,11,"
Sides
",http://chubbygrub.com/food/dressing-honey-mustard-no-fat/,0,"Dressing, Honey Mustard No Fat"
1245,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,80,9,"
Sides
",http://chubbygrub.com/food/dressing-low-fat-ranch/,5,"Dressing, Low Fat Ranch"
1246,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,180,2,"
Sides
",http://chubbygrub.com/food/dressing-ranch/,19,"Dressing, Ranch"
1247,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,730,70,"
Sandwiches
",http://chubbygrub.com/food/fajita-chicken-sandwich-with-fries/,38,Fajita Chicken Sandwich w/ Fries
1248,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,530,30,"
Fajitas
",http://chubbygrub.com/food/fajita-trio-without-tortillas-and-condiments/,20,Fajita Trio – w/o Tortillas and Condiments
1249,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1400,151,"
Appetizers
",http://chubbygrub.com/food/fire-grilled-corn-guacamole-with-chips/,84,Fire-Grilled Corn Guacamole w/ Chips
1250,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1570,57,"
Entrees
",http://chubbygrub.com/food/flame-grilled-ribeye/,116,Flame-Grilled Ribeye
1251,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,660,54,"
Appetizers
",http://chubbygrub.com/food/fried-cheese-with-marinara-sauce/,35,Fried Cheese w/ Marinara Sauce
1252,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,270,25,"
Entrees
",http://chubbygrub.com/food/fried-shrimp-with-cocktail-sauce/,12,Fried Shrimp w/ Cocktail Sauce
1253,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,990,108,"
Seafood
",http://chubbygrub.com/food/fried-shrimp-with-cocktail-sauce-2/,52,Fried Shrimp w/ Cocktail Sauce
1254,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,690,92,"
Shakes
",http://chubbygrub.com/food/frosty-chocolate-shake/,33,Frosty Chocolate Shake
1255,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,370,20,"
Entrees
",http://chubbygrub.com/food/gg-classic-sirloin/,9,GG Classic Sirloin
1256,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,610,78,"
Sandwiches
",http://chubbygrub.com/food/gg-grilled-chicken-sandwich-with-steamed-broccoli-and-fries/,13,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries
1257,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,37,"
Seafood
",http://chubbygrub.com/food/gg-salmon-with-garlic-and-herbs/,17,GG Salmon w/ Garlic & Herbs
1258,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,680,80,"
Sandwiches
",http://chubbygrub.com/food/gg-santa-fe-chicken-wrap-with-steamed-broccoli-and-fries/,25,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries
1259,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,30,4,"
Sides
",http://chubbygrub.com/food/gravy-black-pepper/,2,"Gravy, Black Pepper"
1260,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1280,121,"
Sandwiches
",http://chubbygrub.com/food/grilled-chicken-sandwich-on-white-bun-with-fries/,63,Grilled Chicken Sandwich on White Bun w/ fries
1261,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1360,137,"
Sandwiches
",http://chubbygrub.com/food/grilled-ham-and-swiss-sandwich-with-fries/,71,Grilled Ham & Swiss Sandwich w/ fries
1262,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,680,68,"
Sandwiches
",http://chubbygrub.com/food/grilled-ham-and-swiss-sandwich-with-fries-lunch-combo/,36,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo)
1263,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,310,1,"
Entrees
",http://chubbygrub.com/food/grilled-salmon-with-garlic-and-herbs/,15,Grilled Salmon w/ Garlic & Herbs
1264,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,580,38,"
Seafood
",http://chubbygrub.com/food/grilled-salmon-with-garlic-and-herbs-2/,28,Grilled Salmon w/ Garlic & Herbs
1265,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,45,3,"
Sides
",http://chubbygrub.com/food/guacamole/,4,Guacamole
1266,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,760,14,"
Entrees
",http://chubbygrub.com/food/half-rack-of-baby-back-ribs/,49,Half Rack of Baby Back Ribs
1267,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,380,61,"
Sides
",http://chubbygrub.com/food/homestyle-fries/,13,Homestyle Fries
1268,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,140,34,"
Sides
",http://chubbygrub.com/food/honey-chipotle-sauce/,0,Honey Chipotle Sauce
1269,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1610,139,"
Appetizers
",http://chubbygrub.com/food/hot-spinach-and-artichoke-dip-with-chips/,103,Hot Spinach & Artichoke Dip w/ Chips
1270,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,180,15,"
Salads
",http://chubbygrub.com/food/house-salad-no-dressing/,11,House Salad No Dressing
1271,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,2210,136,"
Burgers
",http://chubbygrub.com/food/jalapeno-smokehouse-burger-with-ranch-with-fries/,144,Jalapeno Smokehouse Burger w/ Ranch with fries
1272,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,210,11,"
Soups
",http://chubbygrub.com/food/loaded-baked-potato-soup/,15,Loaded Baked Potato Soup
1273,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,410,22,"
Soups
",http://chubbygrub.com/food/loaded-baked-potato-soup-2/,30,Loaded Baked Potato Soup
1274,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,390,28,"
Sides
",http://chubbygrub.com/food/loaded-mashed-potatoes/,25,Loaded Mashed Potatoes
1275,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,90,7,"
Salads
",http://chubbygrub.com/food/lunch-house-salad-no-dressing/,5,Lunch House Salad No Dressing
1276,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,550,62,"
Chicken
",http://chubbygrub.com/food/margarita-grilled-chicken/,14,Margarita Grilled Chicken
1277,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,260,15,"
Chicken
",http://chubbygrub.com/food/margarita-grilled-chicken-lunch-combo/,7,Margarita Grilled Chicken (Lunch Combo)
1278,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,280,31,"
Sides
",http://chubbygrub.com/food/mashed-potatoes-with-black-pepper-gravy/,15,Mashed Potatoes w/ Black Pepper Gravy
1279,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1990,137,"
Ribs
",http://chubbygrub.com/food/memphis-dry-rub-ribs/,111,Memphis Dry Rub Ribs
1280,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1080,82,"
Ribs
",http://chubbygrub.com/food/memphis-dry-rub-ribs-half-rack/,57,Memphis Dry Rub Ribs (1/2 rack)
1281,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1020,144,"
Desserts
",http://chubbygrub.com/food/molten-chocolate-cake/,46,Molten Chocolate Cake
1282,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,890,51,"
Chicken
",http://chubbygrub.com/food/monterey-chicken/,48,Monterey Chicken®
1283,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,530,13,"
Chicken
",http://chubbygrub.com/food/monterey-chicken-lunch-combo/,27,Monterey Chicken® (Lunch Combo)
1284,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1540,126,"
Burgers
",http://chubbygrub.com/food/mushroom-swiss-burger-with-fries/,88,Mushroom-Swiss Burger w/ fries
1285,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1310,128,"
Burgers
",http://chubbygrub.com/food/oldtimer-burger-with-fries/,65,Oldtimer® Burger w/ fries
1286,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,2170,137,"
Ribs
",http://chubbygrub.com/food/original-ribs/,123,Original Ribs
1287,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1140,75,"
Ribs
",http://chubbygrub.com/food/original-ribs-half-rack/,63,Original Ribs (1/2 rack)
1288,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,430,12,"
Salads
",http://chubbygrub.com/food/over-the-top-cobb-salad-with-avocado-ranch/,33,Over-The-Top Cobb Salad w/ Avocado Ranch
1289,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,570,67,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-cheese-pizza/,24,Pepper Pals® Cheese Pizza
1290,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,470,42,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-cheese-quesadilla/,24,Pepper Pals® Cheese Quesadilla
1291,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,460,61,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-chocolate-shake/,22,Pepper Pals® Chocolate Shake
1292,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,270,31,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-corn-dog/,14,Pepper Pals® Corn Dog
1293,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,380,19,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-crispy-chicken-crispers/,22,Pepper Pals® Crispy Chicken Crispers
1294,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,530,30,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-grilled-cheese-sandwich/,42,Pepper Pals® Grilled Cheese Sandwich
1295,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,160,2,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-grilled-chicken-platter/,4,Pepper Pals® Grilled Chicken Platter
1296,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,230,21,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-grilled-chicken-sandwich/,5,Pepper Pals® Grilled Chicken Sandwich
1297,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,21,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-little-chicken-crispers/,15,Pepper Pals® Little Chicken Crispers
1298,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,330,23,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-little-mouth-burger/,18,Pepper Pals® Little Mouth Burger
1299,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,400,24,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-little-mouth-cheeseburger/,24,Pepper Pals® Little Mouth Cheeseburger
1300,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,500,69,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-macaroni-and-cheese-kraft/,18,Pepper Pals® Macaroni & Cheese Kraft
1301,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,80,10,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-celery-sticks-with-ranch/,5,Pepper Pals® Side Celery Sticks w/ Ranch
1302,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,280,48,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-cinnamon-apples/,11,Pepper Pals® Side Cinnamon Apples
1303,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,150,32,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-corn-cob-without-butter/,2,Pepper Pals® Side Corn Cob w/o Butter
1304,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,30,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-homestyle-fries/,7,Pepper Pals® Side Homestyle Fries
1305,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,130,22,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-kernel-corn/,2,Pepper Pals® Side Kernel Corn
1306,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,35,8,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-mandarin-oranges/,0,Pepper Pals® Side Mandarin Oranges
1307,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,120,14,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-mashed-potatoes-without-gravy/,7,Pepper Pals® Side Mashed Potatoes – w/o Gravy
1308,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,35,9,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-pineapple/,0,Pepper Pals® Side Pineapple
1309,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,30,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-rice/,7,Pepper Pals® Side Rice
1310,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,130,14,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-salad-with-low-fat-ranch/,8,Pepper Pals® Side Salad w/ Low Fat Ranch
1311,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,30,6,"
Kid's Meals
",http://chubbygrub.com/food/pepper-pals-side-steamed-broccoli/,0,Pepper Pals® Side Steamed Broccoli
1312,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1400,90,"
Salads
",http://chubbygrub.com/food/quesadilla-explosion-salad/,89,Quesadilla Explosion Salad
1313,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,6,"
Sides
",http://chubbygrub.com/food/ranch-only-as-served-with-chips/,50,Ranch Only as served w/ Chips
1314,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,30,"
Sides
",http://chubbygrub.com/food/rice/,7,Rice
1315,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,50,8,"
Sides
",http://chubbygrub.com/food/salsa-only-as-served-with-chips/,0,Salsa Only as served w/ Chips
1316,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1320,126,"
Sandwiches
",http://chubbygrub.com/food/santa-fe-chicken-wrap-with-ancho-chile-ranch-and-fries/,73,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries
1317,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1680,166,"
Burgers
",http://chubbygrub.com/food/shiner-bock-bbq-burger-with-fries/,87,Shiner Bock® BBQ Burger w/ fries
1318,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,2310,168,"
Ribs
",http://chubbygrub.com/food/shiner-bock-bbq-ribs/,123,Shiner Bock® BBQ Ribs
1319,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1200,91,"
Ribs
",http://chubbygrub.com/food/shiner-bock-bbq-ribs-half-rack/,63,Shiner Bock® BBQ Ribs (1/2 rack)
1320,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1710,147,"
Appetizers
",http://chubbygrub.com/food/skillet-queso-with-chips/,101,Skillet Queso w/ Chips
1321,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,60,2,"
Sides
",http://chubbygrub.com/food/sour-cream/,6,Sour Cream
1322,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,2290,163,"
Burgers
",http://chubbygrub.com/food/southern-smokehouse-burger-with-ancho-chile-bbq-and-fries/,139,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries
1323,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,630,68,"
Sandwiches
",http://chubbygrub.com/food/southwestern-blt-sandwich-with-fries/,33,Southwestern BLT Sandwich w/ Fries
1324,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,780,81,"
Appetizers
",http://chubbygrub.com/food/southwestern-eggrolls-with-avocado-ranch/,41,Southwestern Eggrolls w/ Avocado Ranch
1325,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,150,4,"
Entrees
",http://chubbygrub.com/food/spicy-garlic-and-lime-grilled-shrimp/,8,Spicy Garlic & Lime Grilled Shrimp
1326,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1010,115,"
Sandwiches
",http://chubbygrub.com/food/steakhouse-sandwich-with-fries/,45,Steakhouse Sandwich w/ fries
1327,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,80,6,"
Sides
",http://chubbygrub.com/food/steamed-broccoli/,6,Steamed Broccoli
1328,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,450,31,"
Soups
",http://chubbygrub.com/food/sweet-corn/,36,Sweet Corn
1329,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,230,16,"
Soups
",http://chubbygrub.com/food/sweet-corn-2/,18,Sweet Corn
1330,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,200,32,"
Sides
",http://chubbygrub.com/food/sweet-corn-on-the-cob-with-butter/,7,Sweet Corn on the Cob w/ Butter
1331,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1350,72,"
Appetizers
",http://chubbygrub.com/food/texas-cheese-fries-half-order-with-chili-and-ranch/,94,Texas Cheese Fries -1/2 order w/ Chili & Ranch
1332,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1260,67,"
Appetizers
",http://chubbygrub.com/food/texas-cheese-fries-half-order-with-ranch/,89,Texas Cheese Fries -1/2 order w/ Ranch
1333,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,2120,117,"
Appetizers
",http://chubbygrub.com/food/texas-cheese-fries-with-chili-and-ranch/,144,Texas Cheese Fries w/ Chili & Ranch
