,Calories,Carbs,Category,Cholesterol,Fat,Fiber,Protein,Restaurant,Saturated Fat,Sodium,Sugars,Trans Fat,calories,carbs,category,deets_url,fat_content,name
0,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer/,0,A&W® Diet Root Beer
1,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer-2/,0,A&W® Diet Root Beer
2,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer-3/,0,A&W® Diet Root Beer
3,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer-4/,0,A&W® Diet Root Beer
4,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer-5/,0,A&W® Diet Root Beer
5,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,0,0,"
Drinks
",http://chubbygrub.com/food/a-and-w-diet-root-beer-6/,0,A&W® Diet Root Beer
6,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,350,60,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-float-large/,10,A&W® Diet Root Beer Float (large)
7,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,170,30,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-float-medium/,5,A&W® Diet Root Beer Float (medium)
8,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,170,30,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-float-small/,5,A&W® Diet Root Beer Float (small)
9,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,600,92,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-freeze-large/,18,A&W® Diet Root Beer Freeze (large)
10,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,53,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-freeze-medium/,10,A&W® Diet Root Beer Freeze (medium)
11,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,260,39,"
Shakes
",http://chubbygrub.com/food/a-and-w-diet-root-beer-freeze-small/,8,A&W® Diet Root Beer Freeze (small)
12,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,160,43,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer/,0,A&W® Root Beer
13,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,220,58,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer-2/,0,A&W® Root Beer
14,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,270,72,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer-3/,0,A&W® Root Beer
15,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,440,116,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer-4/,0,A&W® Root Beer
16,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,880,232,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer-5/,0,A&W® Root Beer
17,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1760,464,"
Drinks
",http://chubbygrub.com/food/a-and-w-root-beer-6/,0,A&W® Root Beer
18,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,640,136,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-float-large/,10,A&W® Root Beer Float (large)
19,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,350,77,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-float-medium/,5,A&W® Root Beer Float (medium)
20,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,330,70,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-float-small/,5,A&W® Root Beer Float (small)
21,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,820,150,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-freeze-large/,18,A&W® Root Beer Freeze (large)
22,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,89,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-freeze-medium/,10,A&W® Root Beer Freeze (medium)
23,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,370,68,"
Shakes
",http://chubbygrub.com/food/a-and-w-root-beer-freeze-small/,8,A&W® Root Beer Freeze (small)
24,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,270,67,"
Drinks
",http://chubbygrub.com/food/blue-raspberry-slushee/,0,Blue Raspberry Slushee
25,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,370,91,"
Drinks
",http://chubbygrub.com/food/blue-raspberry-slushee-2/,0,Blue Raspberry Slushee
26,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,570,142,"
Drinks
",http://chubbygrub.com/food/blue-raspberry-slushee-3/,0,Blue Raspberry Slushee
27,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,740,182,"
Drinks
",http://chubbygrub.com/food/blue-raspberry-slushee-4/,0,Blue Raspberry Slushee
28,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,62,"
Sides
",http://chubbygrub.com/food/breaded-onion-rings-large/,27,Breaded Onion Rings (Large)
29,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,350,45,"
Sides
",http://chubbygrub.com/food/breaded-onion-rings-regular/,16,Breaded Onion Rings (Regular)
30,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,57,"
Desserts
",http://chubbygrub.com/food/caramel-sundae-2/,9,Caramel Sundae
31,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1140,54,"
Sides
",http://chubbygrub.com/food/cheese-curds-large/,80,Cheese Curds (Large)
32,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,570,27,"
Sides
",http://chubbygrub.com/food/cheese-curds-regular/,40,Cheese Curds (Regular)
33,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,350,26,"
Entrees
",http://chubbygrub.com/food/cheese-dog-2/,22,Cheese Dog
34,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,390,50,"
French Fries
",http://chubbygrub.com/food/cheese-fries/,18,Cheese Fries
35,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,420,37,"
Burgers
",http://chubbygrub.com/food/cheeseburger-5/,21,Cheeseburger
36,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,51,"
Drinks
",http://chubbygrub.com/food/cherry-limeade/,0,Cherry Limeade
37,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,300,79,"
Drinks
",http://chubbygrub.com/food/cherry-limeade-2/,0,Cherry Limeade
38,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,90,"
Drinks
",http://chubbygrub.com/food/cherry-limeade-3/,0,Cherry Limeade
39,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,530,138,"
Drinks
",http://chubbygrub.com/food/cherry-limeade-4/,0,Cherry Limeade
40,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,330,83,"
Drinks
",http://chubbygrub.com/food/cherry-slushee/,0,Cherry Slushee
41,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,450,112,"
Drinks
",http://chubbygrub.com/food/cherry-slushee-2/,0,Cherry Slushee
42,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,570,141,"
Drinks
",http://chubbygrub.com/food/cherry-slushee-3/,0,Cherry Slushee
43,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,900,224,"
Drinks
",http://chubbygrub.com/food/cherry-slushee-4/,0,Cherry Slushee
44,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,500,32,"
Chicken
",http://chubbygrub.com/food/chicken-strips-3-pieces/,29,Chicken Strips- 3 pieces
45,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,190,22,"
Sides
",http://chubbygrub.com/food/chili/,6,Chili
46,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,410,52,"
French Fries
",http://chubbygrub.com/food/chili-cheese-fries-2/,17,Chili Cheese Fries
47,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,370,49,"
French Fries
",http://chubbygrub.com/food/chili-fries/,15,Chili Fries
48,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,490,68,"
Desserts
",http://chubbygrub.com/food/chocolate-fudge-blendrrr/,30,Chocolate Fudge Blendrrr
49,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,560,92,"
Desserts
",http://chubbygrub.com/food/chocolate-fudge-blendrrr-2/,32,Chocolate Fudge Blendrrr
50,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1010,152,"
Desserts
",http://chubbygrub.com/food/chocolate-fudge-blendrrr-3/,59,Chocolate Fudge Blendrrr
51,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,880,125,"
Shakes
",http://chubbygrub.com/food/chocolate-milkshake-medium/,36,Chocolate Milkshake (medium)
52,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,700,100,"
Shakes
",http://chubbygrub.com/food/chocolate-milkshake-small/,29,Chocolate Milkshake (small)
53,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,320,53,"
Desserts
",http://chubbygrub.com/food/chocolate-sundae-2/,8,Chocolate Sundae
54,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,380,28,"
Entrees
",http://chubbygrub.com/food/coney-chili-cheese-dog/,23,Coney (Chili) Cheese Dog
55,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,26,"
Entrees
",http://chubbygrub.com/food/coney-chili-dog/,20,Coney (Chili) Dog
56,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,280,32,"
Sides
",http://chubbygrub.com/food/corn-dog-nuggets-regular/,13,Corn Dog Nuggets® (Regular)
57,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,180,20,"
Sides
",http://chubbygrub.com/food/corn-dog-nuggets-small-kids/,8,Corn Dog Nuggets® (Small/ Kids)
58,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,550,52,"
Chicken
",http://chubbygrub.com/food/crispy-chicken-sandwich-2/,25,Crispy Chicken Sandwich
59,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,34,"
Seafood
",http://chubbygrub.com/food/crunchy-shrimp/,19,Crunchy Shrimp
60,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,170,2,"
Sides
",http://chubbygrub.com/food/extra-burger-patty/,12,Extra Burger Patty
61,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,430,61,"
French Fries
",http://chubbygrub.com/food/french-fries-large/,17,French Fries (Large)
62,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,310,45,"
French Fries
",http://chubbygrub.com/food/french-fries-regular-4/,12,French Fries (Regular)
63,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,200,28,"
French Fries
",http://chubbygrub.com/food/french-fries-small-kids/,8,French Fries (Small/ Kids)
64,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,400,31,"
Chicken
",http://chubbygrub.com/food/grilled-chicken-sandwich-2/,15,Grilled Chicken Sandwich
65,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,380,33,"
Burgers
",http://chubbygrub.com/food/hamburger-4/,19,Hamburger
66,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,310,23,"
Entrees
",http://chubbygrub.com/food/hot-dog-plain/,19,Hot Dog (plain)
67,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,350,54,"
Desserts
",http://chubbygrub.com/food/hot-fudge-sundae-3/,11,Hot Fudge Sundae
68,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,330,82,"
Drinks
",http://chubbygrub.com/food/lemon-slushee/,0,Lemon Slushee
69,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,440,110,"
Drinks
",http://chubbygrub.com/food/lemon-slushee-2/,0,Lemon Slushee
70,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,560,139,"
Drinks
",http://chubbygrub.com/food/lemon-slushee-3/,0,Lemon Slushee
71,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,890,221,"
Drinks
",http://chubbygrub.com/food/lemon-slushee-4/,0,Lemon Slushee
72,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,280,69,"
Drinks
",http://chubbygrub.com/food/lime-slushee/,0,Lime Slushee
73,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,380,94,"
Drinks
",http://chubbygrub.com/food/lime-slushee-2/,0,Lime Slushee
74,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,119,"
Drinks
",http://chubbygrub.com/food/lime-slushee-3/,0,Lime Slushee
75,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,770,188,"
Drinks
",http://chubbygrub.com/food/lime-slushee-4/,0,Lime Slushee
76,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,140,38,"
Drinks
",http://chubbygrub.com/food/limeade/,0,Limeade
77,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,210,55,"
Drinks
",http://chubbygrub.com/food/limeade-2/,0,Limeade
78,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,250,66,"
Drinks
",http://chubbygrub.com/food/limeade-3/,0,Limeade
79,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,390,103,"
Drinks
",http://chubbygrub.com/food/limeade-4/,0,Limeade
80,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,710,107,"
Desserts
",http://chubbygrub.com/food/m-and-ms-polar-swirl/,25,M&M’s® Polar Swirl®
81,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,610,137,"
Shakes
",http://chubbygrub.com/food/orange-float-large/,9,Orange Float (large)
82,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,81,"
Shakes
",http://chubbygrub.com/food/orange-float-medium/,4.5,Orange Float (medium)
83,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,320,74,"
Shakes
",http://chubbygrub.com/food/orange-float-small/,4.5,Orange Float (small)
84,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,600,142,"
Shakes
",http://chubbygrub.com/food/orange-freeze-medium/,10,Orange Freeze (medium)
85,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,970,223,"
Shakes
",http://chubbygrub.com/food/orange-freeze-medium-2/,18,Orange Freeze (medium)
86,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,450,108,"
Shakes
",http://chubbygrub.com/food/orange-freeze-small/,8,Orange Freeze (small)
87,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,340,56,"
Desserts
",http://chubbygrub.com/food/oreo-cookies-and-cream-blendrrr/,12,Oreo® Cookies & Cream Blendrrr
88,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,430,72,"
Desserts
",http://chubbygrub.com/food/oreo-cookies-and-cream-blendrrr-2/,15,Oreo® Cookies & Cream Blendrrr
89,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,650,109,"
Desserts
",http://chubbygrub.com/food/oreo-cookies-and-cream-blendrrr-3/,21,Oreo® Cookies & Cream Blendrrr
90,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,690,107,"
Desserts
",http://chubbygrub.com/food/oreo-polar-swirl/,24,Oreo® Polar Swirl®
91,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,530,39,"
Burgers
",http://chubbygrub.com/food/original-bacon-cheeseburger/,30,Original Bacon Cheeseburger
92,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,760,45,"
Burgers
",http://chubbygrub.com/food/original-bacon-double-cheeseburger/,45,Original Bacon Double Cheeseburger
93,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,680,44,"
Burgers
",http://chubbygrub.com/food/original-double-cheeseburger/,38,Original Double Cheeseburger
94,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,690,44,"
Burgers
",http://chubbygrub.com/food/papa-burger/,39,Papa Burger®
95,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,470,38,"
Burgers
",http://chubbygrub.com/food/papa-single-burger/,25,Papa Single Burger
96,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,400,85,"
Shakes
",http://chubbygrub.com/food/pineapple-banana-smoothee/,6,Pineapple Banana Smoothee
97,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,480,104,"
Shakes
",http://chubbygrub.com/food/pineapple-banana-smoothee-2/,6,Pineapple Banana Smoothee
98,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,750,160,"
Shakes
",http://chubbygrub.com/food/pineapple-banana-smoothee-3/,10,Pineapple Banana Smoothee
99,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,700,103,"
Desserts
",http://chubbygrub.com/food/reeses-peanut-butter-fudge-blendrrr/,41,Reese’s® Peanut Butter Fudge Blendrrr
100,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,710,108,"
Desserts
",http://chubbygrub.com/food/reeses-peanut-butter-fudge-blendrrr-2/,41,Reese’s® Peanut Butter Fudge Blendrrr
101,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,1360,203,"
Desserts
",http://chubbygrub.com/food/reeses-peanut-butter-fudge-blendrrr-3/,79,Reese’s® Peanut Butter Fudge Blendrrr
102,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,740,97,"
Desserts
",http://chubbygrub.com/food/reeses-polar-swirl/,31,Reese’s® Polar Swirl®
103,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,390,78,"
Shakes
",http://chubbygrub.com/food/strawberry-banana-smoothee/,6,Strawberry Banana Smoothee
104,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,420,86,"
Shakes
",http://chubbygrub.com/food/strawberry-banana-smoothee-2/,6,Strawberry Banana Smoothee
105,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,680,137,"
Shakes
",http://chubbygrub.com/food/strawberry-banana-smoothee-3/,10,Strawberry Banana Smoothee
106,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,230,58,"
Drinks
",http://chubbygrub.com/food/strawberry-limeade/,0,Strawberry Limeade
107,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,290,75,"
Drinks
",http://chubbygrub.com/food/strawberry-limeade-2/,0,Strawberry Limeade
108,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,420,105,"
Drinks
",http://chubbygrub.com/food/strawberry-limeade-3/,0,Strawberry Limeade
109,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,560,143,"
Drinks
",http://chubbygrub.com/food/strawberry-limeade-4/,0,Strawberry Limeade
110,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,840,113,"
Shakes
",http://chubbygrub.com/food/strawberry-milkshake-medium/,36,Strawberry Milkshake (medium)
111,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,670,90,"
Shakes
",http://chubbygrub.com/food/strawberry-milkshake-small/,29,Strawberry Milkshake (small)
112,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,360,70,"
Shakes
",http://chubbygrub.com/food/strawberry-smoothee/,6,Strawberry Smoothee
113,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,370,74,"
Shakes
",http://chubbygrub.com/food/strawberry-smoothee-2/,6,Strawberry Smoothee
114,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,610,121,"
Shakes
",http://chubbygrub.com/food/strawberry-smoothee-3/,10,Strawberry Smoothee
115,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,300,47,"
Desserts
",http://chubbygrub.com/food/strawberry-sundae-4/,8,Strawberry Sundae
116,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,260,41,"
Desserts
",http://chubbygrub.com/food/vanilla-cone-large/,7,Vanilla Cone (large)
117,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,200,32,"
Desserts
",http://chubbygrub.com/food/vanilla-cone-regular/,5,Vanilla Cone (regular)
118,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,900,121,"
Shakes
",http://chubbygrub.com/food/vanilla-milkshake-medium/,39,Vanilla Milkshake (medium
119,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,720,97,"
Shakes
",http://chubbygrub.com/food/vanilla-milkshake-small/,31,Vanilla Milkshake (small)
120,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,270,73,"
Drinks
",http://chubbygrub.com/food/watermelon-slushee/,0,Watermelon Slushee
121,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,360,99,"
Drinks
",http://chubbygrub.com/food/watermelon-slushee-2/,0,Watermelon Slushee
122,1230,127 g,Seafood,90 mg,72 g,25 g,24 g,Joe's Crab Shack,20 g,1550 mg,24 g,0 g,460,124,"
Drinks
",http://chubbygrub.com/food/watermelon-slushee-3/,0,Watermelon Slushee
